序号,转债名称,转债代码,进展/上市日期,股票名称,股票代码,行业,子行业,转债价格,涨跌,日内套利,股价,涨跌,转债成交额,转债换手率,剩余本息,转股价格,P/B,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,股票市值,税前收益率,税后收益率,税前回售收益,税后回售收益,回售价值,纯债价值,弹性,信用,折现率,双低,老式双低,新式双低,MA20乖离,热门度,转债名称
215,万顺转债,123012,2018/8/29,万顺新材,300057,造纸包装,包装材料,117.696,1.35%,-0.87%,5.41,0.74%,16,10.60%,110.3,5.31,1.08,101.88,15.50%,转股中,3.97年,1.97年,3.50%,3.60%,1.3,36,-1.65%,-2.12%,-6.18%,-6.42%,91.81,89.6,0.65,AA-,5.48%,133.2,133.5,41.7,2.70%,16,万顺转债
93,联得转债,123038,2020/1/22,联得装备,300545,机械装备,专用设备,130.379,1.16%,0.71%,30.72,2.20%,7.3,2.80%,119.1,25.29,6.41,121.47,7.30%,转股中,5.40年,3.40年,4.50%,5.50%,2,44,-1.70%,-2.29%,-6.12%,-6.33%,81.06,81.59,0.85,A+,7.44%,137.68,139.3,57.7,-7.10%,16,联得转债
25,楚江转债,128109,2020/6/23,楚江新材,2171,有色金属,铜金属,127.205,1.95%,-0.97%,9.12,1.45%,20,0.90%,115.3,8.73,2.28,104.47,21.80%,4月11天,5.84年,3.84年,15.00%,15.70%,18,122,-1.70%,-2.15%,-4.99%,-5.15%,86.37,88.42,0.68,AA,4.74%,149.01,149.9,61.5,-7.70%,4,楚江转债
234,大族转债!,128035,2018/3/5,大族激光,2008,机械装备,专用设备,115.013,3.16%,-2.52%,39.96,3.85%,76,2.90%,108,52.1,5.09,76.7,50.00%,转股中,3.52年,1.52年,5.40%,4.10%,23,426,-1.80%,-2.21%,-5.61%,-6.08%,97.79,94.32,0.17,AA+,3.98%,165.01,153.3,55.5,1.40%,19,大族转债!
80,柳药转债,113563,2020/2/24,柳药股份,603368,医药,医药商业,125.2,4.39%,0.53%,26.57,6.71%,80,8.20%,113.2,24.47,1.51,108.58,15.30%,转股中,5.46年,3.46年,8.30%,9.00%,8,96,-1.86%,-2.28%,-5.11%,-5.29%,87.82,88.35,0.73,AA,4.74%,140.5,141.8,53.5,6.00%,17,柳药转债
132,游族转债!!,128074,2019/10/21,游族网络,2174,通信互联,互联网,132.319,1.25%,0.96%,22.21,2.21%,133,14.70%,120.3,17.06,3.9,130.19,1.60%,转股中,5年53天,3年53天,3.40%,4.40%,6.8,200,-1.87%,-2.52%,-7.14%,-7.33%,89.21,95.26,1,AA,4.74%,133.92,134.5,39.2,-8.20%,22,游族转债!!
272,国贸转债!,110033,2016/1/19,厦门国贸,600755,交通运输,交通运输,112.69,0.47%,-0.07%,6.97,1.16%,5.9,0.40%,109.7,7.19,0.93,96.94,16.20%,转股中,1.43年,回售中,9.40%,9.10%,12,129,-1.88%,-3.11%,回售中,回售中,100.28,104.76,0.34,AAA,3.31%,128.89,128.4,23.7,-2.90%,17,国贸转债!
19,永兴转债,128110,2020/7/8,永兴材料,2756,钢铁,炼钢,126.3,-0.16%,0.67%,18.84,0.69%,5.1,0.60%,113.2,17.16,1.96,109.79,15.00%,4月16天,5.86年,3.86年,10.30%,11.30%,7,68,-1.88%,-2.28%,-4.82%,-4.98%,86.21,86.75,0.74,AA,4.74%,141.3,142.8,56.1,-3.10%,3,永兴转债
149,蓝晓转债!,123027,2019/7/4,蓝晓科技,300487,化工,化工,131.169,0.85%,-0.72%,38.25,0.13%,11,3.60%,119.5,29.33,6.06,130.41,0.60%,转股中,4.86年,2.86年,2.90%,3.80%,2.3,80,-1.94%,-2.61%,-7.33%,-7.58%,84.85,86.01,1,A+,7.18%,131.77,131.9,45.9,1.20%,22,蓝晓转债!
127,英联转债,128079,2019/11/21,英联股份,2846,造纸包装,包装材料,130.41,-0.84%,0.48%,17.31,-0.40%,68,33.30%,117.9,13.41,4.97,129.08,1.00%,转股中,5.22年,3.22年,4.50%,5.80%,1.6,34,-1.95%,-2.53%,-6.51%,-6.71%,81.84,81.75,0.88,A+,7.44%,131.41,131.7,49.9,-5.90%,19,英联转债
11,润达转债,113588,2020/7/13,润达医疗,603108,医药,医疗器械,128.7,-1.15%,1.80%,14.2,0.92%,31,4.30%,114.2,13.36,2.95,106.29,21.10%,4月24天,5.88年,3.88年,6.70%,7.10%,5.5,82,-2.05%,-2.46%,-5.24%,-5.40%,86.13,87.42,0.7,AA,4.74%,149.8,151.1,63.7,-0.30%,5,润达转债
117,利德转债!,123035,2019/12/9,利亚德,300296,电子,LED制,128.99,4.72%,-3.65%,7.2,1.69%,78,7.80%,115.6,6.98,2.18,103.15,25.00%,转股中,5.29年,3.29年,4.40%,4.50%,8,183,-2.09%,-2.60%,-6.09%,-6.29%,90.37,93.28,0.63,AA+,4.24%,153.99,154.8,61.5,4.00%,17,利德转债!
133,远东转债,128075,2019/10/31,远东传动,2406,汽车,零部件制,128.5,0.00%,0.36%,6.79,0.44%,17,1.50%,115.2,5.54,1.39,122.56,4.80%,转股中,5年53天,3年53天,23.00%,28.20%,8.8,38,-2.14%,-2.65%,-6.33%,-6.52%,89.11,91.22,0.8,AA,4.74%,133.3,134.4,43.2,-2.80%,18,远东转债
20,寿仙转债,113585,2020/7/7,寿仙谷,603896,医药,中药,133.91,2.79%,1.31%,40.33,4.54%,99,20.80%,117.8,28.68,4.78,140.62,-4.80%,4月16天,5.86年,3.86年,6.20%,8.70%,3.6,58,-2.21%,-2.72%,-6.12%,-6.30%,83.41,85.55,0.9,AA-,5.74%,129.11,127.2,41.6,12.50%,6,寿仙转债
22,宝通转债,123053,2020/7/1,宝通科技,300031,通信互联,互联网,138.009,2.30%,-5.61%,25.27,-4.10%,375,53.80%,121.3,20.8,3.61,121.49,13.60%,4月12天,5.84年,3.84年,5.00%,6.10%,5,100,-2.23%,-2.82%,-6.83%,-7.00%,83.53,88.15,0.81,AA-,5.74%,151.61,154.5,66.4,-6.70%,3,宝通转债
76,宏辉转债,113565,2020/3/16,宏辉果蔬,603336,农业,农产品加,133.98,-0.98%,-0.92%,13.87,-2.12%,208,46.70%,118.2,10,3.51,138.7,-3.40%,33天,5.57年,3.57年,7.30%,10.20%,3.3,45,-2.27%,-2.82%,-6.59%,-6.78%,84.72,87.2,0.89,AA-,5.74%,130.58,129.3,42.1,3.20%,17,宏辉转债
152,三星转债,113536,2019/6/24,三星新材,603578,家电,零部件制,128.1,0.35%,0.50%,24.51,1.07%,20,10.30%,114.8,19.54,3.54,125.44,2.10%,转股中,4.83年,2.83年,6.70%,8.40%,1.5,22,-2.28%,-2.81%,-6.98%,-7.17%,90.68,93.25,0.79,AA,4.48%,130.2,130.8,37.5,4.30%,40,三星转债
9,雪榕转债,123056,2020/7/24,雪榕生物,300511,农业,种植业,139.99,0.65%,-0.12%,16.68,0.60%,164,20.10%,121.1,11.89,3.76,140.29,-0.20%,5月6天,5.90年,3.90年,7.90%,11.10%,5.9,74,-2.47%,-3.06%,-7.11%,-7.27%,83.1,87.71,0.89,AA-,5.74%,139.79,139.7,52,6.30%,3,雪榕转债
72,盛屯转债!,110066,2020/3/31,盛屯矿业,600711,有色金属,有色行业,132.32,-0.47%,0.20%,6.35,-0.31%,118,3.70%,115.3,4.88,1.63,130.12,1.70%,36天,5.58年,3.58年,16.30%,21.20%,24,147,-2.48%,-2.95%,-6.32%,-6.49%,87.4,89.48,0.84,AA,4.74%,134.02,134.5,45,14.20%,50,盛屯转债!
259,林洋转债!,113014,2017/11/13,林洋能源,601222,能源电力,电力设备,119.47,2.86%,3.00%,8.6,9.97%,447,12.10%,110.3,8.54,1.56,100.7,18.60%,转股中,3.24年,1.24年,19.90%,20.10%,30,150,-2.49%,-3.05%,-10.20%,-10.60%,96.72,96.02,0.59,AA,4.48%,138.07,138.2,41.5,28.10%,24,林洋转债!
175,伊力转债!,110055,2019/4/4,伊力特,600197,食品饮料,白酒,129.06,-1.68%,-0.64%,19.58,-3.07%,35,3.10%,115,16.81,3.17,116.48,10.80%,转股中,4.62年,2.62年,10.20%,11.90%,8.7,85,-2.51%,-3.07%,-7.69%,-7.90%,91.72,94.31,0.75,AA,4.48%,139.86,141.6,47.3,-5.40%,27,伊力转债!
186,中天转债!,110051,2019/3/22,中天科技,600522,通信互联,通信设备,127.87,1.82%,-1.19%,11.67,0.86%,55,1.10%,113.9,10.09,1.73,115.66,10.60%,转股中,4.58年,2.58年,11.10%,12.80%,40,358,-2.54%,-3.06%,-7.51%,-7.72%,92.99,95.6,0.74,AA+,3.98%,138.47,140.1,44.5,-4.30%,31,中天转债!
157,雅化转债!,128065,2019/5/10,雅化集团,2497,化工,化工,124.913,1.27%,-0.45%,9.46,1.18%,5.9,0.60%,110.9,8.95,3.4,105.7,18.20%,转股中,4.71年,2.71年,8.80%,9.30%,8,91,-2.54%,-2.95%,-6.42%,-6.62%,91.27,90.6,0.69,AA,4.48%,143.11,144.1,52.9,-5.60%,23,雅化转债!
113,烽火转债,110062,2019/12/25,烽火通信,600498,通信互联,通信设备,127.18,0.01%,0.20%,28.39,0.28%,53,1.30%,111,25.65,3.16,110.68,14.90%,转股中,5.34年,3.34年,9.30%,10.30%,31,332,-2.56%,-2.92%,-5.76%,-5.93%,91.11,91.58,0.72,AAA,3.74%,142.08,143.7,52.1,-6.80%,20,烽火转债
34,康隆转债,113580,2020/5/20,康隆达,603665,服装纺织,服装行业,140.59,-2.59%,-0.68%,21.17,-3.77%,185,65.60%,121.2,15.51,2.04,136.49,3.00%,2月29天,5.73年,3.73年,6.40%,8.70%,2,31,-2.61%,-3.21%,-7.49%,-7.67%,83.98,88.63,0.87,AA-,5.74%,143.59,144.7,56.1,5.40%,8,康隆转债
36,全筑转债,113578,2020/5/19,全筑股份,603030,建筑,装饰工程,137.8,4.18%,-1.53%,7.16,3.17%,203,39.20%,118.3,5.43,1.79,131.86,4.50%,2月26天,5.72年,3.72年,10.00%,13.10%,3.8,39,-2.68%,-3.21%,-7.09%,-7.26%,86.86,91.23,0.84,AA,4.74%,142.3,143.7,52.5,-15.20%,7,全筑转债
224,三力转债!,128039,2018/6/29,三 力 士,2224,机械装备,专用设备,121.99,-0.10%,-0.36%,6.85,-0.58%,11,4.60%,109.8,5.81,2.22,117.9,3.50%,转股中,3.85年,1.85年,4.10%,4.80%,2,50,-2.74%,-3.19%,-8.29%,-8.51%,92.15,89.72,0.81,AA-,5.48%,125.49,126.1,33.9,3.20%,19,三力转债!
33,健友转债,113579,2020/5/22,健友股份,603707,医药,原料药,133.99,0.56%,-0.25%,47.22,0.40%,26,3.90%,114.2,42.05,10.68,112.29,19.30%,3月0天,5.73年,3.73年,1.10%,1.30%,5,441,-2.80%,-3.22%,-6.42%,-6.58%,86.73,88.03,0.76,AA,4.74%,153.29,155.7,67.7,-15.20%,6,健友转债
107,明阳转债!,113029,2020/1/7,明阳智能,601615,能源电力,风能,132.38,0.78%,-0.57%,15.98,0.25%,43,1.90%,113.3,12.46,3.22,128.25,3.20%,转股中,5.38年,3.38年,7.60%,9.70%,17,224,-2.91%,-3.33%,-6.70%,-6.88%,88.26,88.79,0.84,AA,4.74%,135.58,136.5,47.7,12.00%,25,明阳转债!
24,家悦转债,113584,2020/6/24,家家悦,603708,商业零售,超市,137.08,4.22%,-2.27%,43.46,2.52%,28,3.20%,115.3,37.97,8.55,114.46,19.80%,4月13天,5.84年,3.84年,2.40%,2.80%,6.5,264,-2.97%,-3.41%,-6.75%,-6.91%,86.35,88.41,0.77,AA,4.74%,156.88,159.7,71.3,2.00%,2,家悦转债
130,金能转债,113545,2019/11/7,金能科技,603113,煤炭,炼焦,134.66,1.22%,-2.17%,14.7,-1.14%,19,0.90%,115.3,11.4,1.73,128.95,4.40%,转股中,5.20年,3.20年,15.10%,19.50%,15,99,-3.00%,-3.49%,-7.51%,-7.70%,88.97,91.08,0.83,AA,4.74%,139.06,140.4,49.3,2.80%,23,金能转债
62,三祥转债!,113572,2020/4/9,三祥新材,603663,其他,其他,134.19,-0.06%,-0.64%,19.7,-0.76%,30,11.00%,113.2,14.19,6.75,138.83,-3.30%,48天,5.61年,3.61年,5.50%,7.60%,2.1,37,-3.04%,-3.44%,-6.65%,-6.81%,79.28,76.29,0.93,A+,7.44%,130.89,129.5,50.3,16.10%,14,三祥转债!
106,木森转债,128084,2020/1/10,木林森,2745,电子,LED制,138.35,0.50%,-0.55%,17.75,-0.06%,213,6.40%,117.3,12.8,2.19,138.67,-0.20%,转股中,5.38年,3.38年,10.60%,14.70%,24,227,-3.08%,-3.61%,-7.87%,-8.04%,88.26,91.91,0.87,AA,4.74%,138.15,138,46.1,7.60%,22,木森转债
206,利尔转债!,128046,2018/11/9,利尔化学,2258,化工,农化,128.5,0.03%,0.39%,21.29,0.57%,6.7,0.60%,112.9,18.62,3.44,114.34,12.40%,转股中,4.21年,2.21年,7.60%,8.70%,8.5,112,-3.09%,-3.61%,-8.82%,-9.06%,93.28,94.26,0.75,AA,4.48%,140.9,142.7,48.4,1.60%,10,利尔转债!
39,聚飞转债,123050,2020/5/15,聚飞光电,300303,电子,LED制,148.1,4.30%,3.52%,7.47,8.89%,262,25.60%,124.2,5.18,4.22,144.21,2.70%,2月20天,5.70年,3.70年,7.40%,10.60%,7.1,95,-3.09%,-3.77%,-8.78%,-8.96%,84.1,90.94,0.88,AA-,5.74%,150.8,152,61.1,15.70%,10,聚飞转债
28,益丰转债,113583,2020/6/22,益丰药房,603939,医药,医药商业,138,-0.92%,-0.21%,86.33,-1.40%,49,2.20%,115.3,71.82,6.94,120.2,14.80%,4月8天,5.83年,3.83年,3.40%,4.10%,16,458,-3.09%,-3.53%,-6.93%,-7.09%,86.4,88.46,0.8,AA,4.74%,152.8,155.8,67.3,-0.40%,7,益丰转债
56,天铁转债,123046,2020/4/17,天铁股份,300587,铁路,铁路设备,141,8.13%,0.78%,14.29,10.00%,226,41.90%,118.2,10.12,2.48,141.21,-0.10%,55天,5.63年,3.63年,9.00%,12.80%,4,44,-3.14%,-3.68%,-7.75%,-7.93%,84.44,86.93,0.89,AA-,5.74%,140.9,140.8,53.9,23.00%,7,天铁转债
141,欧派转债,113543,2019/9/4,欧派家居,603833,其他,家居用品,135.3,1.27%,-1.28%,89.59,-0.01%,12,0.60%,115.3,71.69,4.11,124.97,8.30%,转股中,5年15天,4年15天,2.80%,3.50%,15,527,-3.18%,-3.70%,-5.80%,-6.03%,87.23,91.76,0.82,AA,4.74%,143.6,145.6,53.9,-18.50%,16,欧派转债
12,晨光转债,123055,2020/7/13,晨光生物,300138,食品饮料,食品加工,149.95,-0.03%,0.55%,17.09,0.59%,131,14.10%,124.3,12.25,5.11,139.51,7.50%,4月24天,5.88年,3.88年,7.20%,10.00%,6.3,87,-3.20%,-3.85%,-8.68%,-8.85%,83.37,90.15,0.88,AA-,5.74%,157.45,160.4,70.2,23.80%,3,晨光转债
200,桐昆转债!,113020,2018/12/12,桐昆股份,601233,服装纺织,纺织行业,129.6,0.86%,-0.54%,14.44,0.42%,35,0.80%,112.8,12.28,1.42,117.59,10.20%,转股中,4.30年,2.30年,13.00%,15.30%,35,267,-3.24%,-3.75%,-8.86%,-9.08%,93.9,95.7,0.75,AA+,3.98%,139.8,141.6,45.9,-1.40%,16,桐昆转债!
119,通光转债!,123034,2019/11/28,通光线缆,300265,通信互联,通信设备,140.769,0.34%,0.94%,11.03,1.29%,97,51.30%,118.5,7.97,3.67,138.39,1.70%,转股中,5.26年,3.26年,3.40%,4.70%,1.4,39,-3.28%,-3.86%,-8.55%,-8.74%,81.6,81.95,1,A+,7.44%,142.47,143.1,61.2,-6.10%,27,通光转债!
125,索发转债!,113547,2019/11/22,索通发展,603612,其他,其他,141.36,-1.36%,-0.01%,14.96,-1.58%,233,21.00%,119.1,10.52,2.01,142.21,-0.60%,转股中,5.23年,3.23年,15.10%,21.40%,7.8,52,-3.29%,-3.89%,-8.63%,-8.84%,89.43,94.03,0.87,AA,4.74%,140.76,140.5,46.5,5.70%,11,索发转债!
42,华统转债,128106,2020/5/8,华统股份,2840,农业,农产品加,137,-0.40%,1.30%,12.89,1.02%,14,1.90%,113.2,9.39,2.31,137.27,-0.20%,2月16天,5.69年,3.69年,9.60%,13.10%,5.5,58,-3.35%,-3.75%,-7.02%,-7.18%,86.87,87.41,0.89,AA,4.74%,136.8,136.7,49.3,-1.90%,7,华统转债
212,凯发转债!,123014,2018/8/21,凯发电气,300407,能源电力,电力设备,120.021,-1.04%,0.63%,8.7,-0.57%,16,11.70%,108.5,8.12,2.08,107.14,12.00%,转股中,2.99年,0.99年,4.40%,4.70%,1.2,27,-3.36%,-3.86%,-13.30%,-13.50%,93.65,88.83,0.73,A+,7.01%,132.02,132.9,39.2,3.10%,14,凯发转债!
13,正邦转债,128114,2020/7/15,正邦科技,2157,农业,畜牧业,140.6,0.87%,0.38%,21.57,1.46%,153,6.80%,115.3,16.09,5.23,134.06,4.90%,4月24天,5.88年,3.88年,3.00%,4.00%,16,540,-3.37%,-3.81%,-7.29%,-7.44%,86.22,88.28,0.86,AA,4.74%,145.5,147.1,58.9,9.30%,7,正邦转债
90,唐人转债!,128092,2020/1/22,唐人神,2567,农业,畜牧业,138.9,-1.07%,-0.24%,12.02,-1.48%,104,8.90%,115.3,8.63,2.82,139.28,-0.30%,转股中,5.41年,3.41年,8.40%,11.70%,8.4,101,-3.44%,-3.92%,-7.89%,-8.06%,88.1,90.19,0.89,AA,4.74%,138.6,138.5,48.3,5.10%,32,唐人转债!
70,康弘转债,128098,2020/3/31,康弘药业,2773,医药,化学制药,141.118,-1.18%,-0.44%,47.77,-1.87%,36,1.50%,116.3,35.3,8.7,135.33,4.30%,41天,5.59年,3.59年,3.90%,5.30%,16,418,-3.46%,-3.94%,-7.91%,-8.08%,87.37,90.22,0.87,AA,4.74%,145.42,146.9,56.7,-0.60%,25,康弘转债
46,长集转债,128105,2020/5/13,长青集团,2616,城市公用,三废处理,140.6,1.46%,0.47%,10.78,2.28%,8.9,0.80%,115.3,8.11,3.25,132.92,5.80%,2月15天,5.69年,3.69年,10.00%,13.30%,8,80,-3.49%,-3.94%,-7.63%,-7.80%,86.98,89.05,0.85,AA,4.74%,146.4,148.3,59.2,-2.80%,6,长集转债
154,一心转债,128067,2019/5/17,一心堂,2727,医药,医药商业,133.3,-0.89%,0.26%,31.94,-0.81%,7.5,0.90%,112.9,26.83,3.87,119.05,12.00%,转股中,4.72年,2.72年,3.30%,3.90%,6,183,-3.52%,-3.99%,-8.51%,-8.70%,91.24,92.2,0.79,AA,4.48%,145.3,147.6,55.4,-6.50%,19,一心转债
78,恩捷转债!,128095,2020/2/28,恩捷股份,2812,电子,元器件制,140.107,3.98%,2.42%,79.86,7.93%,93,4.20%,115.3,64.49,14.05,123.83,13.10%,16天,5.53年,3.53年,2.50%,3.10%,16,643,-3.52%,-3.99%,-7.86%,-8.03%,87.62,89.7,0.81,AA,4.74%,153.21,156.4,66.7,8.20%,18,恩捷转债!
53,同德转债,128103,2020/4/21,同德化工,2360,化工,化工,148.7,-1.07%,0.70%,7.28,-0.41%,627,291%,121.8,5.18,2.5,140.54,5.80%,2月9天,5.65年,3.65年,5.10%,7.10%,1.4,29,-3.54%,-4.16%,-8.86%,-9.06%,79.89,81.99,0.91,A+,7.44%,154.5,156.9,74.9,23.70%,11,同德转债
253,济川转债!,110038,2017/11/29,济川药业,600566,医药,中药,117.56,0.26%,0.21%,25.32,0.76%,4.3,0.60%,108.3,24.27,3.19,104.33,12.70%,转股中,2.29年,0.29年,3.00%,3.20%,6.3,206,-3.57%,-4.22%,-33.10%,-33.50%,99.15,98.47,0.62,AA,4.31%,130.26,130.8,31.6,-4.30%,20,济川转债!
147,环境转债,113028,2019/7/8,上海环境,601200,城市公用,三废处理,132.31,-0.93%,0.62%,13.4,-0.37%,15,0.50%,110.8,10.44,1.85,128.35,3.10%,转股中,4.88年,2.88年,17.10%,21.90%,21,122,-3.63%,-4.01%,-7.86%,-8.04%,91.81,91.91,0.84,AAA,3.98%,135.41,136.3,44.4,1.10%,11,环境转债
134,桃李转债!,113544,2019/10/15,桃李面包,603866,食品饮料,休闲食品,138.92,2.08%,0.70%,60.27,3.29%,5.5,0.40%,115.3,46.54,10.49,129.5,7.30%,转股中,5年50天,3年50天,2.50%,3.30%,10,397,-3.63%,-4.13%,-8.53%,-8.72%,89.24,91.35,0.85,AA,4.74%,146.22,148.3,57,8.50%,19,桃李转债!
89,新天转债,128091,2020/1/17,新天药业,2873,医药,中药,146.549,-0.37%,1.28%,22.18,1.00%,156,60.40%,120,16.49,3.67,134.51,9.00%,转股中,5.41年,3.41年,6.80%,9.10%,1.8,26,-3.71%,-4.31%,-8.99%,-9.21%,81.61,82.25,0.91,A+,7.44%,155.55,158.6,76.3,7.20%,17,新天转债
2,N安20转,113592,今日上市,安井食品,603345,食品饮料,食品饮料,141.33,41.30%,0.00%,144.88,0.37%,112,8.70%,113.1,115.9,11.53,125,13.10%,5月16天,5.93年,3.93年,2.60%,3.30%,9,342,-3.74%,-4.12%,-7.34%,-7.49%,85.81,86.34,0.84,AA,4.74%,154.43,157.7,71.3,7.40%,2,N安20转
265,光大转债,113011,2017/7/18,光大银行,601818,金融,银行行业,119.67,0.36%,-0.22%,3.78,0.27%,262,0.70%,108.3,3.76,0.61,100.53,19.00%,转股中,2.62年,无权,15.10%,15.20%,300,1984,-3.79%,-4.35%,无权,无权,无权,99.57,0.53,AAA,3.31%,138.67,138.8,39.2,-6.20%,16,光大转债
31,火炬转债,113582,2020/6/23,火炬电子,603678,电子,元器件制,143.95,-0.05%,-0.82%,33.25,-1.01%,34,4.00%,115.3,25.33,4.72,131.27,9.70%,4月3天,5.82年,3.82年,4.00%,5.20%,6,151,-3.80%,-4.24%,-7.94%,-8.10%,86.45,88.51,0.86,AA,4.74%,153.65,156.6,68.1,3.30%,3,火炬转债
38,春秋转债,113577,2020/5/13,春秋电子,603890,电子,电子产品,147.51,2.74%,0.92%,16.42,4.06%,174,49.60%,118.2,11.06,2.86,148.46,-0.60%,2月20天,5.70年,3.70年,3.80%,5.60%,2.4,63,-3.88%,-4.40%,-8.69%,-8.86%,84.1,86.58,0.9,AA-,5.74%,146.91,146.6,60,-3.40%,9,春秋转债
111,先导转债,123036,2020/1/10,先导智能,300450,机械装备,专用设备,141.9,3.05%,-2.91%,44.03,0.18%,16,1.20%,115.1,38.99,9.54,112.93,25.70%,转股中,5.36年,3.36年,2.60%,2.90%,10,388,-3.89%,-4.36%,-8.60%,-8.77%,88.12,90.22,0.75,AA,4.74%,167.6,170.9,80.7,-7.70%,18,先导转债
252,国祯转债!,123002,2017/12/25,国祯环保,300388,城市公用,三废处理,125.1,0.87%,-0.71%,9.98,0.20%,3.4,0.60%,109.8,8.48,1.95,117.69,6.30%,转股中,3.32年,1.32年,6.10%,7.20%,4.2,68,-3.93%,-4.45%,-11.50%,-11.70%,96.16,95.23,0.78,AA,4.48%,131.4,132.5,36.4,-1.60%,11,国祯转债!
15,泛微转债,113587,2020/7/14,泛微网络,603039,计算机及,软件开发,157.28,0.51%,-1.55%,83.24,-1.26%,61,12.40%,124.3,64.33,13.68,129.4,21.60%,4月22天,5.87年,3.87年,1.80%,2.30%,3.2,177,-4.00%,-4.65%,-9.78%,-9.94%,83.4,90.18,0.82,AA-,5.74%,178.88,185.2,95,4.70%,2,泛微转债
260,国君转债!,113013,2017/7/24,国泰君安,601211,金融,证券行业,122.01,0.11%,0.10%,18.48,0.43%,72,0.80%,108.3,19.4,1.34,95.26,28.10%,转股中,2.93年,无权,4.30%,4.10%,70,1646,-4.04%,-4.54%,无权,无权,无权,98.58,0.47,AAA,3.31%,150.11,148.8,50.2,-6.50%,14,国君转债!
27,万青转债,127017,2020/7/2,万年青,789,建筑,水泥,150.513,1.58%,1.14%,19.42,3.24%,635,42.00%,118.4,14.16,2.91,137.15,9.70%,4月10天,5.84年,3.84年,6.50%,8.90%,10,155,-4.09%,-4.60%,-8.94%,-9.09%,87.97,93.32,0.84,AA+,4.24%,160.21,163.9,70.6,21.50%,5,万青转债
255,久立转2!,128019,2017/12/1,久立特材,2318,石油天然,石油天然,125.8,0.16%,-0.92%,8.87,-1.00%,8.3,0.60%,109.8,7.62,2.26,116.4,8.10%,转股中,3.27年,1.27年,13.90%,16.20%,10,75,-4.15%,-4.67%,-12.20%,-12.50%,96.34,95.42,0.76,AA,4.48%,133.9,135.2,38.9,5.40%,14,久立转2!
168,精测转债!!,123025,2019/4/19,精测电子,300567,电子,液晶显示,142.497,1.08%,0.87%,66.75,2.27%,28,6.30%,117.3,49.95,11.74,133.63,6.60%,转股中,4.66年,2.66年,1.90%,2.50%,3.1,165,-4.17%,-4.78%,-10.60%,-10.80%,89.29,91.98,0.86,AA-,5.48%,149.1,151.4,59.4,-10.00%,19,精测转债!!
47,东时转债,113575,2020/4/30,东方时尚,603377,其他,其他,144.7,3.46%,-1.58%,22.05,2.04%,32,5.30%,113.5,14.56,7.54,151.44,-4.50%,2月15天,5.69年,3.69年,3.30%,5.00%,4.3,130,-4.25%,-4.65%,-8.32%,-8.48%,87.01,87.68,0.92,AA,4.74%,140.2,138,50.3,12.00%,16,东时转债
98,至纯转债!,113556,2020/1/9,至纯科技,603690,机械装备,专用设备,160.44,0.68%,1.07%,44.25,1.89%,280,59.10%,126.8,29.37,8.29,150.66,6.50%,转股中,5.39年,3.39年,2.60%,3.90%,3,115,-4.36%,-5.12%,-11.10%,-11.30%,81.42,86.94,0.92,A+,7.44%,166.94,170.2,83.3,-11.80%,13,至纯转债!
128,太极转债!,128078,2019/11/8,太极股份,2368,计算机及,软件开发,147.999,1.14%,-0.21%,32.64,0.93%,8.6,0.60%,117.3,22.4,4.39,145.71,1.60%,转股中,5.22年,3.22年,5.20%,7.60%,9.8,189,-4.43%,-4.97%,-10.00%,-10.00%,88.89,92.57,1,AA,4.74%,149.6,150.3,57.7,-11.00%,13,太极转债!
151,中环转债,123026,2019/7/1,中环环保,300692,城市公用,三废处理,131.598,1.42%,0.89%,16.08,2.68%,50,16.60%,110.6,12.25,2.83,131.27,0.30%,转股中,3.86年,1.86年,8.80%,11.50%,2.3,26,-4.48%,-4.95%,-11.50%,-11.80%,92.3,90.37,0.86,AA-,5.48%,131.9,131.9,39.6,10.30%,32,中环转债
61,博特转债,113571,2020/4/1,苏博特,603916,建筑,水泥,156,1.10%,-0.21%,28.8,0.98%,12,1.10%,120.8,18.88,3.66,152.54,2.30%,48天,5.61年,3.61年,7.80%,11.90%,7,89,-4.54%,-5.12%,-10.20%,-10.10%,84.55,88.92,0.91,AA-,5.74%,158.3,159.5,70.5,3.50%,14,博特转债
122,天路转债,110060,2019/11/28,西藏天路,600326,建筑,水泥,146.48,2.09%,-0.60%,10.54,1.64%,287,18.90%,115.3,7.16,2.7,147.21,-0.50%,转股中,5.24年,3.24年,11.60%,17.00%,11,91,-4.55%,-5.03%,-9.71%,-9.88%,88.81,90.91,0.91,AA,4.74%,145.98,145.8,54.8,19.50%,13,天路转债
121,石英转债!,113548,2019/11/22,石英股份,603688,电子,电子产品,158.78,2.54%,-2.03%,23.4,0.56%,22,9.30%,124.8,15.1,5.22,154.97,2.50%,转股中,5.24年,3.24年,1.90%,2.90%,1.5,81,-4.58%,-5.32%,-11.30%,-11.50%,86.8,93.81,0.9,AA-,5.74%,161.28,162.6,68.8,-5.60%,11,石英转债!
