序号,转债名称,转债代码,进展/上市日期,股票名称,股票代码,行业,子行业,转债价格,涨跌,日内套利,股价,涨跌,转债成交额,转债换手率,剩余本息,转股价格,P/B,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,股票市值,税前收益率,税后收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,信用,折现率,双低,老式双低,新式双低,MA20乖离,热门度,转债名称
147,中环转债,123026,2019/7/1,中环环保,300692,城市公用,三废处理,121.5,3.12%,0.54%,14.73,4.54%,187,67.20%,110.6,12.25,2.68,120.24,1.00%,转股中,3.89年,1.89年,9.60%,11.50%,2.3,24,-2.43%,-2.91%,-7.85%,-8.08%,92.09,90.13,39.72,129.85,-6.40%,63%,<2%,18%,0.81,AA-,5.50%,122.50 ,122.8,30.7,11.00%,34,中环转债
23,火炬转债,113582,2020/6/23,火炬电子,603678,电子,元器件制,133,0.76%,-0.57%,30.15,0.23%,24,3.10%,115.3,25.33,4.28,119.03,11.70%,4月16天,5.86年,3.86年,4.40%,5.20%,6,136,-2.45%,-2.90%,-6.03%,-6.19%,86.18,88.17,41.29,129.47,2.70%,43%,21%,16%,0.8,AA,4.78%,144.70 ,147,58.8,0.90%,3,火炬转债
171,伊力转债!,110055,2019/4/4,伊力特,600197,食品饮料,白酒,129.24,-0.55%,-0.70%,21.25,-1.53%,74,6.60%,115,16.81,3.44,126.41,2.20%,转股中,4.66年,2.66年,9.40%,11.90%,8.7,92,-2.52%,-3.07%,-7.64%,-7.85%,91.53,94.08,41.51,135.59,-4.70%,43%,<2%,16%,0.82,AA,4.50%,131.44 ,132.1,38,6.80%,27,伊力转债!
253,久立转2!,128019,2017/12/1,久立特材,2318,石油天然,石油天然,119.661,0.17%,1.92%,8.48,2.91%,18,1.40%,109.8,7.62,2.16,111.29,7.50%,转股中,3.31年,1.31年,14.60%,16.20%,10,71,-2.62%,-3.14%,-10.00%,-10.30%,96.17,95.21,26.08,121.28,-1.30%,36%,19%,17%,0.72,AA,4.50%,127.16 ,128,31.9,9.90%,14,久立转2!
137,欧派转债,113543,2019/9/4,欧派家居,603833,其他,家居用品,131.64,1.25%,2.99%,126.95,5.13%,66,3.40%,115.3,101.46,5.83,125.12,5.20%,转股中,5年28天,4年28天,2.80%,3.50%,15,533,-2.63%,-3.14%,-5.13%,-5.36%,86.95,91.43,43.09,134.52,-2.10%,39%,18%,16%,0.82,AA,4.78%,136.84 ,138.2,46.7,6.30%,16,欧派转债
109,烽火转债,110062,2019/12/25,XD烽火通,600498,通信互联,通信设备,127.79,-0.61%,0.59%,28.82,-0.03%,165,4.20%,111,25.65,3.2,112.36,13.70%,转股中,5.37年,3.37年,9.10%,10.30%,31,337,-2.63%,-2.99%,-5.83%,-6.00%,90.87,91.27,31.76,123.03,3.90%,43%,24%,16%,0.73,AAA,3.78%,141.49 ,143.2,51.9,-6.20%,21,烽火转债
62,康弘转债,128098,2020/3/31,康弘药业,2773,医药,化学制药,135,-0.37%,2.04%,46.59,1.95%,62,2.80%,116.3,35.3,8.48,131.98,2.30%,54天,5.63年,3.63年,4.00%,5.30%,16,408,-2.66%,-3.15%,-6.75%,-6.92%,87.1,89.88,50.87,140.76,-4.10%,44%,13%,16%,0.86,AA,4.78%,137.30 ,138,48.1,-0.30%,25,康弘转债
197,桐昆转债!,113020,2018/12/12,桐昆股份,601233,服装纺织,纺织行业,126.81,1.88%,1.12%,14.6,3.91%,90,2.10%,112.8,12.28,1.44,118.89,6.70%,转股中,4.34年,2.34年,12.90%,15.30%,35,270,-2.71%,-3.22%,-7.93%,-8.15%,93.73,95.48,33.1,128.58,-1.40%,49%,16%,16%,0.77,AA+,4.00%,133.51 ,134.7,39.2,6.50%,16,桐昆转债!
70,恩捷转债!,128095,2020/2/28,恩捷股份,2812,电子,元器件制,134,1.56%,1.40%,75.01,3.85%,86,4.00%,115.3,64.49,13.2,116.31,15.20%,29天,5.57年,3.57年,2.60%,3.10%,16,604,-2.71%,-3.18%,-6.67%,-6.84%,87.35,89.36,38.63,127.99,4.70%,71%,27%,17%,0.77,AA,4.78%,149.20 ,151.7,62.3,7.70%,18,恩捷转债!
20,益丰转债,113583,2020/6/22,益丰药房,603939,医药,医药商业,135.2,1.27%,2.90%,89.55,5.02%,90,4.20%,115.3,71.82,7.2,124.69,8.40%,4月21天,5.87年,3.87年,3.30%,4.10%,16,476,-2.72%,-3.16%,-6.39%,-6.55%,86.12,88.12,46.09,134.21,0.70%,42%,22%,16%,0.83,AA,4.78%,143.60 ,145.7,57.6,5.40%,7,益丰转债
38,长集转债,128105,2020/5/13,长青集团,2616,城市公用,三废处理,135.54,-0.70%,-0.45%,11.1,-1.33%,38,3.50%,115.3,8.11,3.35,136.87,-1.00%,2月28天,5.72年,3.72年,9.70%,13.30%,8,82,-2.83%,-3.29%,-6.68%,-6.85%,86.71,88.72,56.77,145.48,-6.80%,36%,<2%,17%,0.87,AA,4.78%,134.54 ,134.2,45.5,-3.10%,5,长集转债
57,永高转债,128099,2020/4/10,永高股份,2641,建筑,建筑行业,133,2.07%,-0.87%,7.76,1.44%,37,4.00%,113.2,6.16,2.55,125.97,5.60%,2月0天,5.64年,3.64年,8.00%,10.10%,7,87,-2.86%,-3.27%,-6.37%,-6.54%,86.93,87.41,48.1,135.51,-1.90%,37%,13%,17%,0.84,AA,4.78%,138.60 ,140,52.6,7.50%,10,永高转债
53,博特转债,113571,2020/4/1,苏博特,603916,建筑,水泥,142.49,1.60%,1.27%,26.51,3.27%,38,3.80%,120.8,18.88,3.37,140.41,1.50%,2月1天,5.65年,3.65年,8.50%,11.90%,7,82,-2.94%,-3.54%,-7.97%,-8.15%,84.26,88.55,61.34,149.89,-4.90%,49%,<2%,17%,0.88,AA-,5.78%,143.99 ,144.6,56,-5.00%,14,博特转债
25,健友转债,113579,2020/5/22,健友股份,603707,医药,原料药,135.31,1.26%,2.48%,59.28,5.14%,35,5.00%,114.2,54.96,13.41,107.86,25.40%,3月13天,5.76年,3.76年,1.20%,1.30%,5,426,-2.95%,-3.37%,-6.60%,-6.76%,86.46,87.7,32.33,120.03,12.70%,54%,38%,16%,0.73,AA,4.78%,160.71 ,162.8,75.1,-2.10%,6,健友转债
207,蓝盾转债!!,123015,2018/9/13,蓝盾股份,300297,计算机及,软件开发,127.3,2.41%,-2.83%,3.97,-2.93%,619,487%,112.9,5.79,1.31,68.57,85.70%,转股中,4年25天,2年25天,2.00%,1.40%,1,50,-2.97%,-3.51%,-8.97%,-9.23%,93.82,94.77,1.21,95.98,32.60%,44%,65%,16%,0.14,AA,4.50%,213.00 ,186,91.3,-7.20%,18,蓝盾转债!!
42,瀚蓝转债,110069,2020/5/7,瀚蓝环境,600323,城市公用,三废处理,135.68,-0.24%,0.14%,24.85,-0.12%,55,4.10%,113.5,20.2,2.84,123.02,10.30%,2月26天,5.72年,3.72年,5.20%,6.40%,9.9,190,-3.11%,-3.51%,-7.05%,-7.15%,86.96,89.57,41.65,131.22,3.40%,29%,23%,16%,0.81,AA+,4.28%,145.98 ,148.3,58.8,7.00%,7,瀚蓝转债
130,桃李转债!,113544,2019/10/15,桃李面包,603866,食品饮料,休闲食品,135.49,0.47%,1.72%,56.63,2.72%,32,2.40%,115.3,46.54,9.86,121.68,11.30%,转股中,5.17年,3.17年,2.70%,3.30%,10,373,-3.13%,-3.63%,-7.75%,-7.94%,88.98,91.03,40.52,131.54,3.00%,41%,25%,16%,0.81,AA,4.78%,146.79 ,149.3,58.3,9.10%,19,桃李转债!
91,日月转债,113558,2020/1/14,日月股份,603218,机械装备,通用设备,137.47,-3.91%,0.73%,19.35,-3.59%,153,9.70%,115.3,13.84,2.9,139.81,-1.70%,转股中,5.43年,3.43年,7.80%,10.90%,11,144,-3.24%,-3.72%,-7.58%,-7.76%,87.92,89.94,57.59,147.53,-6.80%,46%,<2%,16%,0.89,AA,4.78%,135.77 ,135.1,45.2,4.00%,19,日月转债
143,环境转债,113028,2019/7/8,上海环境,601200,城市公用,三废处理,129.96,1.77%,1.94%,13.7,4.34%,287,10.00%,110.8,10.44,1.89,131.23,-1.00%,转股中,4.92年,2.92年,17.30%,22.70%,22,125,-3.25%,-3.63%,-7.23%,-7.41%,91.63,91.69,47.19,138.89,-6.40%,39%,<2%,16%,0.85,AAA,4.00%,128.96 ,128.7,37,9.80%,11,环境转债
34,华统转债,128106,2020/5/8,华统股份,2840,农业,农产品加,136.6,1.75%,0.54%,13.33,2.54%,38,5.20%,113.2,9.39,2.39,141.96,-3.80%,2月29天,5.73年,3.73年,9.20%,13.10%,5.5,60,-3.28%,-3.67%,-6.88%,-7.05%,86.6,87.08,62.11,149.19,-8.40%,56%,<2%,16%,0.9,AA,4.78%,132.80 ,131.2,44.2,-9.60%,7,华统转债
248,众信转债!,128022,2017/12/28,众信旅游,2707,旅游餐饮,旅游,122.9,1.49%,0.84%,9.67,2.87%,663,98.70%,109.8,7.91,4.04,122.25,0.50%,转股中,3.37年,1.37年,6.50%,7.90%,5.5,85,-3.35%,-3.86%,-10.10%,-10.30%,95.9,94.94,35.16,130.1,-5.50%,48%,<2%,17%,0.81,AA,4.50%,123.40 ,123.5,27.7,11.60%,26,众信转债!
30,春秋转债,113577,2020/5/13,春秋电子,603890,电子,电子产品,143.74,1.80%,0.00%,16.34,2.00%,101,29.40%,118.2,11.06,2.85,147.74,-2.70%,3月3天,5.74年,3.74年,3.80%,5.60%,2.4,63,-3.42%,-3.94%,-8.00%,-8.17%,83.81,86.22,70.72,156.95,-8.40%,65%,<2%,18%,0.9,AA-,5.78%,141.04 ,139.7,53.5,-6.90%,9,春秋转债
150,一心转债,128067,2019/5/17,一心堂,2727,医药,医药商业,133.01,-1.07%,0.24%,34.06,-0.99%,61,7.60%,112.9,26.83,4.12,126.95,4.80%,转股中,4.75年,2.75年,3.10%,3.90%,6,195,-3.45%,-3.91%,-8.34%,-8.53%,91.05,91.97,43.6,135.56,-1.90%,40%,14%,16%,0.84,AA,4.50%,137.81 ,139.1,47.1,-2.20%,19,一心转债
173,浙商转债!,113022,2019/3/28,浙商证券,601878,金融,证券行业,129.07,-3.87%,-0.30%,16.22,-5.09%,3408,102%,109.8,12.37,3.68,131.12,-1.60%,转股中,4.65年,无权,4.60%,6.00%,25,550,-3.48%,-3.85%,无权,无权,无权,93.87,45.84,139.71,-7.60%,48%,<2%,18%,0.82,AAA,3.50%,127.47 ,127,33.1,16.10%,23,浙商转债!
13,上机转债,113586,2020/7/7,上机数控,603185,机械装备,专用设备,149.06,-6.00%,5.10%,51.78,-0.98%,199,19.20%,120.8,33.31,5.2,155.45,-4.10%,4月29天,5.89年,3.89年,5.50%,8.60%,6.7,120,-3.57%,-4.14%,-8.54%,-8.70%,83.11,87.35,76.23,163.58,-8.90%,66%,<2%,17%,0.92,AA-,5.78%,144.96 ,142.7,55.3,4.90%,4,上机转债
41,裕同转债,128104,2020/4/28,裕同科技,2831,造纸包装,包装材料,141.499,2.08%,4.42%,32.77,7.48%,168,8.60%,115.3,23.24,4.45,141.01,0.30%,2月26天,5.72年,3.72年,4.90%,6.90%,14,287,-3.58%,-4.02%,-7.73%,-7.89%,88.34,91.15,58.11,149.26,-5.20%,63%,16%,17%,0.87,AA+,4.28%,141.80 ,142,50.8,12.80%,7,裕同转债
82,新天转债,128091,2020/1/17,新天药业,2873,医药,中药,146.54,0.71%,-2.21%,19.75,-1.74%,168,64.90%,120,16.49,3.27,119.77,22.40%,转股中,5.45年,3.45年,7.60%,9.10%,1.8,23,-3.68%,-4.28%,-8.90%,-9.12%,81.29,81.88,50.05,131.93,11.10%,59%,32%,16%,0.86,A+,7.48%,168.94 ,173.3,91.4,0.00%,17,新天转债
263,光大转债,113011,2017/7/18,光大银行,601818,金融,银行行业,119.56,0.82%,-1.56%,3.87,-1.28%,481,1.30%,108.3,3.76,0.62,102.93,16.20%,转股中,2.66年,无权,14.80%,15.20%,300,2031,-3.71%,-4.26%,无权,无权,无权,99.46,14.58,114.03,4.80%,23%,23%,16%,0.58,AAA,3.31%,135.76 ,136.2,36.7,-2.60%,16,光大转债
115,通光转债!,123034,2019/11/28,通光线缆,300265,通信互联,通信设备,144.2,-0.22%,0.31%,11.28,0.09%,155,75.70%,118.5,7.97,3.75,141.53,1.90%,转股中,5.30年,3.30年,3.50%,5.00%,1.4,40,-3.71%,-4.28%,-9.10%,-9.29%,81.28,81.58,59.95,141.53,1.90%,56%,96%,17%,1,A+,7.48%,146.10 ,146.9,65.3,-0.50%,28,通光转债!
258,国君转债!,113013,2017/7/24,国泰君安,601211,金融,证券行业,121.04,-1.04%,-0.15%,18.89,-2.38%,403,4.70%,108.3,19.4,1.37,97.37,24.30%,转股中,2.97年,无权,4.20%,4.10%,70,1683,-3.73%,-4.23%,无权,无权,无权,98.47,12.85,111.32,8.70%,30%,30%,17%,0.5,AAA,3.31%,145.34 ,144.7,46.2,0.00%,14,国君转债!
107,先导转债,123036,2020/1/10,先导智能,300450,机械装备,专用设备,140.99,0.13%,-0.96%,48.15,-1.01%,21,1.50%,115.1,38.99,10.44,123.49,14.20%,转股中,5.40年,3.40年,2.40%,2.90%,10,424,-3.75%,-4.22%,-8.35%,-8.52%,87.86,89.88,43.06,132.94,6.10%,64%,26%,16%,0.82,AA,4.78%,155.19 ,158.5,68.6,0.30%,19,先导转债
228,长证转债!,127005,2018/4/11,长江证券,783,金融,证券行业,126.05,-1.45%,-0.53%,8.17,-2.85%,257,4.00%,109.3,7.28,1.65,112.23,12.30%,转股中,3.65年,无权,11.10%,12.40%,50,452,-3.90%,-4.35%,无权,无权,无权,96.65,26.63,123.28,2.20%,36%,23%,18%,0.69,AAA,3.50%,138.35 ,139.9,43.2,4.00%,17,长证转债!
94,至纯转债!,113556,2020/1/9,至纯科技,603690,机械装备,专用设备,157.24,-0.18%,-1.72%,46.38,-2.03%,633,134%,126.8,29.38,8.69,157.86,-0.40%,转股中,5.42年,3.42年,2.50%,3.90%,3,120,-3.97%,-4.73%,-10.50%,-10.70%,81.11,86.55,80.08,166.63,-5.60%,61%,<2%,16%,0.94,A+,7.48%,156.84 ,156.6,70.1,0.40%,13,至纯转债!
269,九州转债!,110034,2016/1/29,九州通,600998,医药,医药商业,116.45,0.38%,-1.41%,17.88,-2.72%,23,1.30%,109.6,18.32,1.96,97.6,19.30%,转股中,1.49年,回售中,4.50%,4.40%,15,336,-4.01%,-5.15%,回售中,回售中,103,103.7,5.69,109.39,6.50%,29%,28%,15%,0.38,AA+,3.81%,135.75 ,135.3,31.6,-5.30%,27,九州转债!
124,太极转债!,128078,2019/11/8,太极股份,2368,计算机及,软件开发,145,-2.90%,0.36%,32.69,-2.53%,57,3.90%,117.3,22.4,4.4,145.94,-0.60%,转股中,5.26年,3.26年,5.20%,7.60%,9.8,189,-4.02%,-4.56%,-9.39%,-9.57%,88.63,92.23,53.71,145.94,-0.60%,52%,<2%,16%,1,AA,4.78%,144.40 ,144.1,51.8,-20.70%,13,太极转债!
196,寒锐转债!!,123017,2018/12/24,寒锐钴业,300618,有色金属,小金属,132.326,-0.29%,0.66%,64.78,0.37%,24,4.40%,110.8,57.48,10.03,112.7,17.40%,转股中,4.34年,2.34年,2.30%,2.60%,4,175,-4.08%,-4.51%,-9.49%,-9.70%,90.45,88.26,24.45,112.71,17.40%,71%,>100%,16%,0.99,AA-,5.50%,149.73 ,152,61.5,-1.70%,14,寒锐转债!!
174,视源转债,128059,2019/4/2,视源股份,2841,电子,液晶显示,138.108,1.85%,-1.35%,103.61,0.57%,74,6.10%,113.9,74.97,13.82,138.2,-0.10%,转股中,4.64年,2.64年,1.30%,1.80%,8.9,679,-4.14%,-4.64%,-9.86%,-10.10%,91.47,93.22,52.4,145.62,-5.20%,47%,<2%,16%,0.88,AA,4.50%,138.01 ,138,44.8,3.70%,13,视源转债
80,璞泰转债!,113562,2020/2/4,璞泰来,603659,电子,元器件制,136.52,-2.78%,2.48%,106.2,-0.36%,125,10.30%,113.3,82.73,13.18,128.37,6.30%,转股中,4.46年,2.46年,1.90%,2.40%,8.7,462,-4.14%,-4.65%,-10.50%,-10.60%,90.97,93.34,42.27,135.61,0.70%,52%,24%,16%,0.84,AA,4.50%,142.82 ,144.7,51.3,-1.80%,18,璞泰转债!
250,国祯转债!,123002,2017/12/25,国祯环保,300388,城市公用,三废处理,126.638,1.72%,1.75%,10.45,4.19%,13,2.50%,109.8,8.48,2.04,123.23,2.80%,转股中,3.35年,1.35年,5.90%,7.20%,4.2,71,-4.24%,-4.75%,-11.80%,-12.00%,95.98,95.02,35.31,130.34,-2.80%,50%,15%,16%,0.83,AA,4.50%,129.44 ,130,34.1,7.10%,11,国祯转债!
22,福莱转债,113035,2020/6/17,福莱特,601865,能源电力,太阳能,154.4,0.36%,2.33%,19.7,3.03%,192,8.60%,120.3,13.56,8.13,145.28,6.30%,4月17天,5.86年,3.86年,3.80%,5.50%,15,384,-4.24%,-4.79%,-9.47%,-9.62%,86.18,91.98,61.28,153.26,0.70%,67%,24%,16%,0.89,AA,4.78%,160.70 ,163.5,71.5,4.00%,3,福莱转债
117,石英转债!,113548,2019/11/22,石英股份,603688,电子,电子产品,156.2,0.46%,-0.16%,23.62,0.34%,88,32.30%,124.8,15.1,5.27,156.42,-0.10%,转股中,5.28年,3.28年,2.10%,3.30%,1.7,82,-4.25%,-4.98%,-10.80%,-11.00%,86.51,93.44,72.18,165.61,-5.70%,51%,<2%,17%,0.91,AA-,5.78%,156.10 ,156,62.5,-3.50%,12,石英转债!
164,精测转债!!,123025,2019/4/19,精测电子,300567,电子,液晶显示,144.1,-1.67%,-0.10%,69.9,-1.77%,74,16.30%,117.3,49.95,12.29,139.94,3.00%,转股中,4.69年,2.69年,1.80%,2.50%,3.1,172,-4.37%,-4.97%,-10.90%,-11.10%,89.07,91.72,48.22,139.94,3.00%,73%,>100%,17%,1,AA-,5.50%,147.10 ,148.3,56.5,-7.00%,19,精测转债!!
238,航电转债,110042,2018/1/15,中航电子,600372,航空航天,航空航天,127.21,4.70%,-0.40%,16.41,5.80%,134,4.50%,109.3,14.18,3.87,115.73,9.90%,转股中,3.44年,1.44年,8.30%,9.60%,24,289,-4.41%,-4.87%,-11.10%,-11.30%,97.33,97.36,27.2,124.56,2.10%,36%,20%,16%,0.74,AAA,3.50%,137.11 ,138.7,41.3,13.20%,10,航电转债
249,兄弟转债!,128021,2017/12/27,兄弟科技,2562,医药,原料药,127.6,-1.08%,-3.26%,6.71,-5.09%,495,93.10%,109.8,5.25,2.87,127.81,-0.20%,转股中,3.36年,1.36年,6.90%,8.80%,4.2,61,-4.45%,-4.95%,-12.00%,-12.30%,95.93,94.98,39.32,134.3,-5.00%,55%,<2%,16%,0.85,AA,4.50%,127.40 ,127.4,31.5,13.50%,14,兄弟转债!
251,济川转债!,110038,2017/11/29,济川药业,600566,医药,中药,120.26,-0.54%,1.79%,26.57,1.80%,5.8,0.80%,108.3,24.27,3.35,109.48,9.80%,转股中,2.32年,0.32年,2.90%,3.20%,6.3,217,-4.46%,-5.09%,-34.70%,-35.10%,99,98.32,18.52,116.84,2.90%,38%,26%,15%,0.7,AA,4.31%,130.06 ,131,32,2.40%,20,济川转债!
8,歌尔转2,128112,2020/7/13,歌尔股份,2241,电子,电子产品,149.45,2.92%,3.28%,32.3,7.17%,1560,26.30%,114.5,23.27,6.59,138.81,7.70%,5月2天,5.90年,3.90年,3.80%,5.30%,40,1048,-4.47%,-4.88%,-8.79%,-8.91%,86.94,89.73,56.79,146.52,2.00%,49%,27%,17%,0.87,AA+,4.28%,157.15 ,160.1,70.4,9.80%,10,歌尔转2
210,凯发转债!,123014,2018/8/21,凯发电气,300407,能源电力,电力设备,125.104,-1.88%,1.57%,8.06,-0.49%,152,103%,109.1,8.12,1.93,99.26,26.00%,转股中,3年8天,1年8天,4.70%,4.70%,1.2,25,-4.50%,-5.02%,-15.30%,-15.60%,93.82,88.74,22.65,111.39,12.30%,47%,45%,18%,0.63,A+,7.20%,151.10 ,150.9,57.1,-1.50%,14,凯发转债!
76,博威转债,113031,2020/2/17,博威合金,601137,有色金属,铜金属,136.48,0.85%,0.37%,15.59,1.37%,81,5.10%,111.3,11.29,2.68,138.09,-1.20%,转股中,4.48年,3.48年,10.90%,15.10%,12,107,-4.50%,-4.93%,-7.34%,-7.51%,88.37,91.61,52.21,143.82,-5.10%,41%,<2%,16%,0.9,AA,4.50%,135.28 ,134.9,43.3,-2.10%,15,博威转债
271,航信转债!!,110031,2015/6/30,航天信息,600271,计算机及,软件开发,112,0.38%,-0.30%,17.88,1.19%,18,0.70%,107,21.79,3.01,82.06,36.50%,转股中,0.90年,回售中,7.20%,5.90%,24,332,-4.95%,-6.33%,回售中,回售中,100.27,104.17,0.49,104.66,7.00%,40%,44%,17%,0.06,AAA,3.03%,148.50 ,141.9,37.8,0.40%,14,航信转债!!
230,艾华转债!!,113504,2018/3/23,艾华集团,603989,电子,元器件制,133.06,-0.35%,0.35%,28.2,0.00%,34,3.90%,110.3,21.13,5.05,133.46,-0.30%,转股中,3.62年,1.62年,6.00%,8.00%,6.6,110,-5.14%,-5.62%,-11.50%,-11.70%,95.08,94.35,45.57,139.92,-4.90%,41%,<2%,16%,0.88,AA,4.50%,132.76 ,132.7,37.6,-3.50%,10,艾华转债!!
88,深南转债,128088,2020/1/16,深南电路,2916,电子,元器件制,153.1,-0.71%,0.72%,162.67,0.01%,282,15.10%,115.1,105.79,10.85,153.77,-0.40%,转股中,5.43年,3.43年,1.60%,2.40%,12,776,-5.20%,-5.65%,-10.10%,-10.20%,87.71,89.73,70.48,160.22,-4.40%,65%,<2%,16%,0.92,AA,4.78%,152.70 ,152.4,62.7,-5.70%,33,深南转债
256,金禾转债!,128017,2017/11/27,金禾实业,2597,化工,化工,132.02,1.47%,2.11%,26.89,4.55%,13,1.60%,109.8,22.42,3.6,119.94,10.10%,转股中,3.29年,1.29年,4.00%,4.80%,6,150,-5.55%,-6.05%,-14.60%,-14.80%,96.25,95.29,32.84,128.13,3.00%,36%,28%,17%,0.79,AA,4.50%,142.12 ,144.1,47.9,12.80%,11,金禾转债!
231,玲珑转债!,113019,2018/3/22,玲珑轮胎,601966,汽车,零部件制,130.63,-0.61%,-1.82%,22.68,-3.04%,18,0.70%,112.5,18.12,2.43,125.17,4.40%,转股中,2.62年,0.62年,7.30%,9.20%,20,272,-5.61%,-6.41%,-29.40%,-29.70%,98.33,102.14,29.13,131.27,-0.50%,31%,<2%,16%,0.8,AA+,3.81%,135.03 ,136.1,34,7.10%,9,玲珑转债!
24,龙蟠转债,113581,2020/5/19,龙蟠科技,603906,化工,化工,181.1,6.03%,-2.30%,18.6,3.91%,1222,172%,129.6,9.48,4.07,196.2,-7.70%,3月12天,5.76年,3.76年,7.10%,13.90%,4,56,-5.78%,-6.53%,-12.20%,-12.40%,80.68,86.59,119.37,205.96,-12.10%,52%,<2%,17%,0.95,A+,7.48%,173.40 ,166,79.4,7.60%,12,龙蟠转债
199,科森转债!!,113521,2018/12/7,科森科技,603626,通信互联,通信设备,148.45,0.49%,-1.11%,12.87,-0.69%,17,7.70%,115.2,8.7,2.99,147.93,0.40%,转股中,4.33年,2.33年,2.40%,3.60%,1.5,61,-5.80%,-6.37%,-13.50%,-10.10%,92.88,95.62,60.12,155.74,-4.70%,59%,<2%,18%,0.88,AA,4.50%,148.85 ,149,53.4,2.50%,28,科森转债!!
78,乐普转债,123040,2020/1/23,乐普医疗,300003,医药,医疗器械,145.6,-0.28%,2.34%,44.26,2.34%,50,4.60%,111.1,32.19,10.1,137.5,5.90%,转股中,4.46年,2.46年,1.00%,1.30%,7.5,789,-5.95%,-6.36%,-12.60%,-12.70%,92.11,93.47,49.81,143.28,1.60%,43%,26%,16%,0.88,AA+,4.00%,151.50 ,153.7,60.2,10.90%,19,乐普转债
49,海大转债,128102,2020/4/16,海大集团,2311,农业,畜牧业,162,1.19%,1.86%,55.76,3.26%,173,3.80%,114.1,34.74,9.37,160.51,0.90%,2月8天,5.67年,4.67年,3.20%,5.20%,28,881,-6.07%,-6.47%,-8.76%,-8.91%,85.47,90.28,75.48,165.76,-2.30%,34%,17%,16%,0.94,AA+,4.28%,162.90 ,163.5,73.2,12.50%,12,海大转债
205,机电转债!,128045,2018/9/14,中航机电,2013,航空航天,航空航天,142.06,4.07%,1.84%,10.73,6.66%,443,15.20%,109.8,7.63,4.1,140.63,1.00%,转股中,4年39天,2年39天,5.40%,7.60%,21,387,-6.20%,-6.59%,-10.10%,-10.30%,95.61,95.63,51.41,147.04,-3.40%,48%,13%,16%,0.89,AAA,3.50%,143.06 ,143.5,47.9,20.80%,8,机电转债!
85,麦米转债,128089,2020/1/21,麦格米特,2851,电子,电子产品,159.8,4.44%,-0.17%,32.17,4.52%,114,11.10%,113.3,20.15,7.54,159.65,0.10%,转股中,5.44年,3.44年,4.30%,6.90%,6.5,151,-6.23%,-6.63%,-11.10%,-11.20%,84.96,84,81.81,165.81,-3.60%,61%,<2%,16%,0.95,AA-,5.78%,159.90 ,159.9,75,18.40%,18,麦米转债
214,威帝转债,113514,2018/8/13,威帝股份,603023,汽车,零部件制,134.78,0.30%,-1.32%,5.07,-1.17%,54,42.00%,111.1,3.99,3.33,127.07,6.10%,转股中,3年1.2天,1年1.2天,3.50%,4.40%,1,27,-6.32%,-6.94%,-20.60%,-20.80%,93.95,90.48,43.49,133.97,0.60%,50%,19%,18%,0.87,A+,7.20%,140.88 ,142.5,48.5,-3.10%,28,威帝转债
77,希望转债,127015,2020/2/4,新 希 望,876,农业,畜牧业,157.394,-0.20%,-0.10%,30.9,-0.32%,513,11.30%,110.2,19.63,4.7,157.41,0.00%,转股中,5.46年,3.46年,2.20%,3.50%,29,1303,-6.40%,-6.71%,-10.80%,-10.90%,90,90.27,72.28,162.54,-3.20%,40%,<2%,16%,0.93,AAA,3.78%,157.39 ,157.4,67.1,0.70%,32,希望转债
21,蓝帆转债,128108,2020/6/19,蓝帆医疗,2382,医药,医疗器械,171.3,0.82%,-1.19%,30.59,-0.39%,2251,41.80%,113.3,17.79,3.4,171.95,-0.40%,4月17天,5.86年,4.86年,10.70%,18.30%,31,295,-6.92%,-7.28%,-9.28%,-9.46%,83.84,86.64,91.33,177.97,-3.70%,48%,<2%,17%,0.94,AA,4.78%,170.90 ,170.6,84,0.50%,12,蓝帆转债
204,顾家转债,113518,2018/10/9,顾家家居,603816,其他,家居用品,163.5,-1.49%,-0.05%,58.36,-1.63%,100,8.90%,114.9,35.42,6.09,164.77,-0.80%,转股中,4年55天,2年55天,1.90%,3.20%,6.9,353,-8.29%,-8.85%,-13.50%,-13.60%,93.48,96.1,74.29,170.39,-4.00%,44%,<2%,16%,0.94,AA,4.50%,162.70 ,162.2,66.1,14.80%,11,顾家转债
201,百合转债!,113520,2018/11/26,梦百合,603313,其他,家居用品,166.04,-1.24%,0.06%,23.7,-1.25%,38,29.50%,115.2,14.28,3.3,165.97,0.00%,转股中,4.31年,2.31年,0.90%,1.60%,0.8,82,-8.29%,-8.83%,-12.60%,-12.80%,90.83,91.95,79.89,171.84,-3.40%,44%,<2%,16%,0.95,AA-,5.50%,166.04 ,166.1,74.2,-4.20%,12,百合转债!
225,金农转债!!,128036,2018/4/2,金新农,2548,农业,畜牧业,153.791,2.51%,0.61%,10.56,3.13%,1569,691%,110.3,7.39,2.45,142.9,7.60%,转股中,3.64年,1.64年,2.50%,3.50%,1.5,59,-8.87%,-9.32%,-16.70%,-16.90%,93.4,91.12,51.77,142.9,7.60%,48%,>100%,17%,1,AA-,5.50%,161.39 ,164.7,71.3,26.90%,16,金农转债!!
