序号,转债名称,转债代码,进展/上市日期,股票名称,股票代码,行业,子行业,转债价格,涨跌,日内套利,股价,涨跌,转债成交额,转债换手率,剩余本息,转股价格,P/B,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,股票市值,税前收益率,税后收益率,税前回售收益,税后回售收益,回售价值,纯债价值,纯债溢价率,弹性,信用,折现率,双低,老式双低,新式双低,MA20乖离,热门度,转债名称
37,万青转债,127017,2020/7/2,万年青,000789,建筑,水泥,143.198,1.42%,-1.06%,17.67,0.45%,41,2.90%,118.4,14.16,2.65,124.79,14.80%,3月25天,5.80年,3.80年,7.10%,8.90%,10,141,-3.28%,-3.80%,-7.87%,-8.03%,87.95,93.22,53.61%,0.78,AA+,4.29%,158.00 ,161.6,68.4,-1.70%,5,万青转债
147,远东转债,128075,2019/10/31,远东传动,002406,汽车,零部件制,136.25,-1.90%,0.44%,7.6,-1.68%,54,4.60%,115.2,5.54,1.56,137.18,-0.70%,转股中,5年38天,3年38天,19.80%,27.10%,8.4,43,-3.29%,-3.80%,-8.08%,-8.27%,89.14,91.18,49.43%,0.87,AA,4.79%,135.55 ,135.3,44.1,6.40%,17,远东转债
192,视源转债!,128059,2019/4/2,视源股份,002841,电子,液晶显示,133,4.31%,-1.23%,100.33,3.08%,81,45.50%,113.9,74.97,13.38,133.83,-0.60%,转股中,4.57年,2.57年,0.20%,0.30%,1.4,663,-3.40%,-3.92%,-8.87%,-9.08%,91.5,93.05,42.93%,1,AA,4.62%,132.40 ,132.2,39.1,-2.40%,12,视源转债!
73,红相转债,123044,2020/4/13,红相股份,300427,能源电力,电力设备,151.9,6.98%,2.15%,30.23,10.00%,3518,400%,125.5,18.8,4.68,160.8,-5.50%,33天,5.57年,3.57年,5.40%,8.70%,5.9,108,-3.44%,-4.16%,-9.51%,-9.72%,85.32,92.45,64.31%,0.91,AA-,5.79%,146.40 ,143,50.6,24.10%,15,红相转债
182,精测转债!!,123025,2019/4/19,精测电子,300567,电子,液晶显示,137.9,-2.34%,4.24%,63.83,2.28%,71,16.40%,117.3,49.95,11.22,127.79,7.90%,转股中,4.62年,2.62年,2.00%,2.50%,3.1,157,-3.51%,-4.13%,-9.85%,-10.10%,89.16,91.63,50.50%,0.83,AA-,5.62%,145.80 ,148,56.4,-5.60%,18,精测转债!!
59,裕同转债,128104,2020/4/28,裕同科技,002831,造纸包装,包装材料,141.001,-0.07%,-2.19%,30.99,-2.70%,82,4.10%,115.3,23.24,4.21,133.35,5.70%,58天,5.64年,3.64年,5.20%,6.90%,14,272,-3.56%,-4.02%,-7.79%,-7.96%,88.59,91.39,54.28%,0.84,AA+,4.29%,146.70 ,148.7,57.3,-7.00%,7,裕同转债
66,天铁转债,123046,2020/4/17,天铁股份,300587,铁路,铁路设备,144.4,2.32%,-0.15%,15.56,2.37%,22,3.80%,118.2,10.12,2.7,153.75,-6.10%,40天,5.59年,3.59年,8.30%,12.80%,4,48,-3.59%,-4.12%,-8.42%,-8.60%,84.48,86.9,66.17%,0.92,AA-,5.79%,138.30 ,135,48.1,15.90%,8,天铁转债
52,华统转债,128106,2020/5/8,华统股份,002840,农业,农产品加,138.801,2.50%,-1.22%,12.51,1.46%,11,1.50%,113.2,9.39,2.24,133.23,4.20%,2月1天,5.65年,3.65年,9.80%,13.10%,5.5,56,-3.60%,-4.00%,-7.41%,-7.57%,86.88,87.34,58.92%,0.87,AA,4.79%,143.00 ,144.4,57,-3.60%,7,华统转债
48,春秋转债,113577,2020/5/13,春秋电子,603890,电子,电子产品,144.92,-0.32%,0.32%,15.99,0.00%,18,5.00%,118.2,11.06,2.79,144.58,0.20%,2月5天,5.66年,3.66年,3.90%,5.60%,2.4,62,-3.60%,-4.13%,-8.35%,-8.53%,84.14,86.55,67.44%,0.89,AA-,5.79%,145.12 ,145.3,58.7,-2.40%,8,春秋转债
161,环境转债,113028,2019/7/8,上海环境,601200,城市公用,三废处理,132.49,1.22%,0.45%,13.58,1.95%,10,0.40%,110.8,10.36,1.88,131.08,1.10%,转股中,4.84年,2.84年,16.70%,21.90%,21,125,-3.69%,-4.07%,-8.01%,-8.19%,91.59,91.47,44.85%,0.86,AAA,4.12%,133.59 ,133.9,42.3,-0.40%,10,环境转债
98,璞泰转债!,113562,2020/2/4,璞泰来,603659,电子,元器件制,133.61,0.77%,0.45%,106.84,1.43%,23,2.00%,113.3,82.73,13.26,129.14,3.50%,转股中,4.38年,2.38年,1.90%,2.40%,8.7,465,-3.74%,-4.25%,-10.00%,-10.20%,91.02,93.19,43.37%,0.85,AA,4.62%,137.11 ,138.1,44.9,0.30%,16,璞泰转债!
271,久立转2!,128019,2017/12/1,久立特材,002318,石油天然,石油天然,124,-0.24%,1.11%,8.7,1.16%,5.3,0.40%,109.8,7.62,2.22,114.17,8.60%,转股中,3.23年,1.23年,14.20%,16.20%,10,73,-3.77%,-4.30%,-11.80%,-12.10%,96.34,95.18,30.28%,0.75,AA,4.62%,132.60 ,133.8,37.5,-1.60%,14,久立转2!
43,健友转债,113579,2020/5/22,健友股份,603707,医药,原料药,141.61,0.04%,-0.45%,53.3,-0.49%,58,8.10%,114.2,42.05,11.87,126.75,11.70%,2月15天,5.69年,3.69年,1.00%,1.30%,5,498,-3.77%,-4.19%,-7.83%,-7.99%,86.74,87.97,60.98%,0.85,AA,4.79%,153.31 ,156.5,68.5,2.60%,6,健友转债
215,桐昆转债!,113020,2018/12/12,桐昆股份,601233,服装纺织,纺织行业,132.6,0.30%,-1.86%,15.14,-1.94%,58,1.30%,112.8,12.28,1.49,123.29,7.60%,转股中,4.26年,2.26年,12.40%,15.30%,35,280,-3.79%,-4.31%,-9.86%,-10.00%,93.75,95.31,39.12%,0.8,AA+,4.12%,140.20 ,141.9,46.6,1.60%,15,桐昆转债!
125,先导转债,123036,2020/1/10,先导智能,300450,机械装备,专用设备,141.05,-2.92%,2.40%,49.54,-0.62%,22,1.50%,115.1,38.99,10.74,127.06,11.00%,转股中,5.32年,3.32年,2.30%,2.90%,10,437,-3.81%,-4.29%,-8.54%,-8.71%,88.15,90.16,56.44%,0.84,AA,4.79%,152.05 ,155,64.9,8.10%,18,先导转债
25,泛微转债,113587,2020/7/14,泛微网络,603039,计算机及,软件开发,155.48,1.77%,6.65%,96.32,9.39%,52,10.60%,124.3,64.33,15.83,149.73,3.80%,4月7天,5.83年,3.83年,1.50%,2.30%,3.2,204,-3.83%,-4.49%,-9.61%,-9.78%,83.43,90.14,72.49%,0.9,AA-,5.79%,159.28 ,161.2,71.1,13.20%,3,泛微转债
269,济川转债!,110038,2017/11/29,济川药业,600566,医药,中药,118.14,0.54%,-0.23%,24.24,0.58%,3.6,0.50%,108.3,24.27,3.05,99.88,18.30%,转股中,2.24年,0.24年,3.20%,3.20%,6.3,198,-3.85%,-4.50%,-37.60%,-38.10%,99.26,98.3,20.18%,0.54,AA,4.47%,136.44 ,136.4,37.1,-4.50%,20,济川转债!
139,索发转债!,113547,2019/11/22,索通发展,603612,其他,其他,145.51,-1.35%,3.71%,15.28,2.69%,36,3.50%,119.1,10.52,2.05,145.25,0.20%,转股中,5.19年,3.19年,13.00%,18.90%,6.9,53,-3.87%,-4.46%,-9.52%,-9.73%,89.46,93.98,54.83%,0.88,AA,4.79%,145.71 ,145.8,51.8,1.20%,11,索发转债!
9,安20转债,113592,2020/7/31,安井食品,603345,食品饮料,食品饮料,142.33,0.22%,-0.25%,147.94,-0.04%,35,2.70%,113.1,115.9,11.77,127.64,11.50%,5月1天,5.89年,3.89年,2.60%,3.30%,9,350,-3.88%,-4.26%,-7.57%,-7.72%,85.8,86.26,65.00%,0.86,AA,4.79%,153.83 ,157,70.8,2.70%,4,安20转债
112,至纯转债!,113556,2020/1/9,至纯科技,603690,机械装备,专用设备,156.72,-2.22%,1.80%,43.26,-0.46%,196,41.40%,126.8,29.37,8.1,147.29,6.40%,转股中,5.35年,3.35年,2.60%,3.90%,3,112,-3.97%,-4.74%,-10.70%,-10.90%,81.53,86.99,80.16%,0.92,A+,7.49%,163.12 ,166.1,79.2,-5.50%,13,至纯转债!
165,中环转债,123026,2019/7/1,中环环保,300692,城市公用,三废处理,129.378,0.15%,1.23%,15.85,1.60%,9.5,3.40%,110.6,12.25,2.79,129.39,0.00%,转股中,3.82年,1.82年,8.30%,10.80%,2.2,26,-4.09%,-4.57%,-11.00%,-11.20%,92.26,90.12,43.56%,0.86,AA-,5.62%,129.38 ,129.4,37.1,0.80%,31,中环转债
276,国君转债!,113013,2017/7/24,国泰君安,601211,金融,证券行业,122.11,0.92%,0.62%,19,2.87%,86,1.00%,108.3,19.01,1.4,99.95,22.20%,转股中,2.89年,无权,4.10%,4.10%,70,1693,-4.13%,-4.63%,无权,无权,无权,98.28,24.25%,0.54,AAA,3.47%,144.31 ,144.3,46,1.10%,13,国君转债!
60,瀚蓝转债,110069,2020/5/7,瀚蓝环境,600323,城市公用,三废处理,144.17,1.79%,4.99%,28.15,7.65%,93,6.50%,113.5,20.2,3.22,139.36,3.50%,58天,5.64年,3.64年,4.60%,6.40%,9.9,216,-4.19%,-4.60%,-8.67%,-8.76%,87.21,89.81,60.53%,0.89,AA+,4.29%,147.67 ,149,59.2,7.30%,6,瀚蓝转债
75,永高转债,128099,2020/4/10,永高股份,002641,建筑,建筑行业,143.609,-0.27%,1.32%,8.5,1.19%,11,1.10%,113.2,6.16,2.8,137.99,4.10%,32天,5.57年,3.57年,7.30%,10.10%,7,95,-4.25%,-4.65%,-8.41%,-8.58%,87.22,87.68,63.79%,0.88,AA,4.79%,147.71 ,149.2,61.6,-0.70%,9,永高转债
17,海容转债,113590,2020/7/27,海容冷链,603187,机械装备,通用设备,148.52,0.34%,1.93%,52.14,2.48%,48,6.40%,115.6,36.39,5.29,143.28,3.70%,4月21天,5.87年,3.87年,6.10%,8.70%,5,83,-4.25%,-4.69%,-8.53%,-8.69%,83,83.63,77.59%,0.92,AA-,5.79%,152.22 ,153.8,70.1,2.80%,3,海容转债
221,利尔转债!,128046,2018/11/9,利尔化学,002258,化工,农化,135.533,-1.20%,1.27%,23.6,0.08%,18,1.60%,112.9,18.62,3.63,126.75,6.90%,转股中,4.17年,2.17年,6.90%,8.70%,8.5,124,-4.37%,-4.89%,-11.00%,-11.20%,93.16,93.91,44.32%,0.84,AA,4.62%,142.43 ,144.3,50.4,4.50%,10,利尔转债!
142,太极转债!,128078,2019/11/8,太极股份,002368,计算机及,软件开发,147.8,1.59%,2.72%,32.88,4.31%,51,3.60%,117.3,22.4,4.42,146.79,0.70%,转股中,5.18年,3.18年,5.10%,7.40%,9.6,190,-4.44%,-4.99%,-10.10%,-10.10%,88.92,92.52,59.75%,1,AA,4.79%,148.50 ,148.8,56.3,-0.60%,12,太极转债!
129,常汽转债,113550,2019/12/12,常熟汽饰,603035,汽车,零部件制,154.66,-1.55%,-0.80%,15.1,-2.58%,327,34.30%,121.8,9.65,1.57,156.48,-1.20%,转股中,5.26年,3.26年,14.20%,22.30%,6.2,43,-4.54%,-5.19%,-10.60%,-10.80%,86.61,91.29,69.42%,0.91,AA-,5.79%,153.46 ,152.8,61.6,16.20%,16,常汽转债
246,长证转债!,127005,2018/4/11,长江证券,000783,金融,证券行业,128.7,0.86%,-0.26%,8.43,0.84%,42,0.60%,109.3,7.28,1.7,115.8,11.10%,转股中,3.57年,无权,10.70%,12.40%,50,466,-4.55%,-5.00%,无权,无权,无权,96.51,33.35%,0.72,AAA,3.62%,139.80 ,141.6,45.1,-2.60%,16,长证转债!
286,九州转债!,110034,2016/1/29,九州通,600998,医药,医药商业,117.19,0.30%,-0.26%,17.7,0.11%,3.9,0.20%,109.6,18.32,1.94,96.62,21.30%,转股中,1.42年,回售中,4.50%,4.40%,15,332,-4.66%,-5.84%,回售中,回售中,103,103.78,12.92%,0.35,AA+,3.97%,138.49 ,137.8,34,-3.30%,26,九州转债!
135,石英转债!,113548,2019/11/22,石英股份,603688,电子,电子产品,159.96,0.35%,0.75%,23.28,1.22%,11,4.50%,124.8,15.1,5.19,154.17,3.80%,转股中,5.20年,3.20年,1.90%,2.90%,1.5,81,-4.76%,-5.49%,-11.70%,-11.90%,86.86,93.8,70.53%,0.9,AA-,5.79%,163.76 ,165.7,72,-2.70%,11,石英转债!
155,欧派转债,113543,2019/9/4,欧派家居,603833,其他,家居用品,146.74,2.98%,-0.25%,105.91,3.00%,125,6.10%,115.3,71.69,4.86,147.73,-0.70%,转股中,5年0.1天,4年0.1天,2.30%,3.40%,14,623,-4.80%,-5.30%,-7.70%,-7.92%,87.23,91.72,59.99%,0.91,AA,4.79%,146.04 ,145.7,54,8.80%,15,欧派转债
281,光大转债,113011,2017/7/18,光大银行,601818,金融,银行行业,123.51,0.41%,0.68%,3.93,1.81%,212,0.60%,108.3,3.76,0.63,104.52,18.20%,转股中,2.58年,无权,14.50%,15.20%,300,2063,-5.04%,-5.60%,无权,无权,无权,99.32,24.36%,0.6,AAA,3.47%,141.71 ,142.5,43.2,1.90%,15,光大转债
268,国祯转债!,123002,2017/12/25,国祯环保,300388,城市公用,三废处理,130.2,0.42%,0.06%,11.09,0.54%,27,4.90%,109.8,8.48,2.16,130.78,-0.40%,转股中,3.27年,1.27年,5.50%,7.20%,4.2,75,-5.17%,-5.68%,-14.00%,-14.30%,96.15,95,37.05%,0.88,AA,4.62%,129.80 ,129.6,33.5,6.00%,11,国祯转债!
214,寒锐转债!!,123017,2018/12/24,寒锐钴业,300618,有色金属,小金属,139.25,-2.14%,0.97%,76.03,-1.17%,39,6.80%,110.8,57.4,11.77,132.46,5.10%,转股中,4.26年,2.26年,1.70%,2.30%,4,230,-5.32%,-5.74%,-11.60%,-11.80%,90.57,88.2,57.88%,1,AA-,5.62%,144.35 ,146,55.5,2.50%,13,寒锐转债!!
23,正邦转债,128114,2020/7/15,正邦科技,002157,农业,畜牧业,157.79,-0.39%,-0.14%,23.38,-0.60%,143,5.60%,115.3,16.09,5.66,145.31,8.60%,4月9天,5.84年,3.84年,2.70%,4.00%,16,586,-5.32%,-5.74%,-10.00%,-10.20%,86.22,88.2,78.90%,0.9,AA,4.79%,166.39 ,170.3,82.1,6.80%,8,正邦转债
39,蓝帆转债,128108,2020/6/19,蓝帆医疗,002382,医药,医疗器械,154.656,-0.87%,1.19%,29.55,0.34%,599,12.30%,113.3,17.79,3.29,166.1,-6.90%,3月19天,5.78年,4.78年,11.00%,18.30%,31,285,-5.33%,-5.70%,-7.51%,-7.69%,84.1,86.9,77.97%,0.94,AA,4.79%,147.76 ,143.2,56.3,-5.50%,14,蓝帆转债
41,火炬转债,113582,2020/6/23,火炬电子,603678,电子,元器件制,158.2,1.57%,0.79%,39.65,2.53%,60,6.40%,115.3,25.33,5.41,156.53,1.10%,3月18天,5.78年,3.78年,3.30%,5.20%,6,179,-5.41%,-5.84%,-10.20%,-10.40%,86.46,88.44,78.88%,0.93,AA,4.79%,159.30 ,159.9,71.4,12.10%,3,火炬转债
267,兄弟转债!,128021,2017/12/27,兄弟科技,002562,医药,原料药,131.583,0.46%,1.90%,6.85,2.70%,128,32.70%,109.8,5.25,2.93,130.48,0.80%,转股中,3.29年,1.29年,4.80%,6.30%,3,62,-5.46%,-5.96%,-14.40%,-14.70%,96.1,94.95,38.58%,0.87,AA,4.62%,132.38 ,132.7,36.6,-3.20%,14,兄弟转债!
133,通光转债!,123034,2019/11/28,通光线缆,300265,通信互联,通信设备,158.83,-13.70%,14.30%,10.75,0.66%,897,391%,118.5,7.97,3.58,134.88,17.80%,转股中,5.22年,3.22年,3.50%,4.70%,1.4,38,-5.56%,-6.12%,-11.60%,-11.80%,81.71,81.99,93.72%,1,A+,7.49%,176.63 ,182.8,100.8,-4.80%,27,通光转债!
100,新天转债,128091,2020/1/17,新天药业,002873,医药,中药,164.99,-11.30%,12.90%,20.44,1.84%,803,260%,120,16.39,3.38,124.71,32.30%,转股中,5.37年,3.37年,7.40%,9.20%,1.8,24,-5.88%,-6.46%,-11.80%,-12.00%,81.71,82.29,100.50%,0.88,A+,7.49%,197.29 ,205.3,123,-3.00%,17,新天转债
136,天路转债,110060,2019/11/28,西藏天路,600326,建筑,水泥,158.07,7.30%,1.30%,11.66,9.18%,459,34.20%,115.3,7.16,2.98,162.85,-2.90%,转股中,5.20年,3.20年,8.90%,14.50%,9,101,-5.99%,-6.46%,-11.60%,-11.70%,88.84,90.87,73.95%,0.94,AA,4.79%,155.17 ,153.3,62.4,16.90%,13,天路转债
40,福莱转债,113035,2020/6/17,福莱特,601865,能源电力,太阳能,171.09,0.64%,1.38%,24.03,2.12%,55,2.20%,120.3,13.56,9.4,177.21,-3.50%,3月19天,5.78年,3.78年,3.10%,5.50%,15,469,-6.00%,-6.55%,-11.50%,-11.60%,86.46,92.26,85.44%,0.95,AA,4.79%,167.59 ,165,72.7,3.60%,4,福莱转债
223,机电转债!!,128045,2018/9/14,中航机电,002013,航空航天,航空航天,140.8,3.01%,2.45%,11.19,5.47%,438,24.80%,109.8,7.63,4.28,146.66,-4.00%,转股中,4年11天,2年11天,3.10%,4.50%,13,416,-6.10%,-6.50%,-10.40%,-10.50%,95.62,95.45,47.51%,1,AAA,3.62%,136.80 ,134.9,39.3,3.30%,8,机电转债!!
288,航信转债!!,110031,2015/6/30,航天信息,600271,计算机及,软件开发,112.7,-0.11%,0.21%,17.75,1.95%,2.2,0.10%,107,21.56,2.98,82.33,36.90%,转股中,0.82年,回售中,7.30%,6.00%,24,330,-6.12%,-7.61%,回售中,回售中,100.27,104.37,7.98%,0.06,AAA,3.07%,149.60 ,143.1,38.7,-0.90%,14,航信转债!!
71,博特转债,113571,2020/4/1,苏博特,603916,建筑,水泥,171.57,1.09%,-0.53%,34.12,0.59%,36,3.00%,120.8,18.88,4.34,180.72,-5.10%,33天,5.57年,3.57年,6.60%,11.90%,7,106,-6.21%,-6.79%,-12.20%,-12.30%,84.6,88.89,93.01%,0.95,AA-,5.79%,166.47 ,162.4,73.5,12.40%,14,博特转债
283,海印转债!,127003,2016/7/1,海印股份,000861,商业零售,商场,125.55,-0.36%,0.14%,3.78,-0.26%,16,1.80%,111.8,3,2.4,126,-0.40%,转股中,1.81年,回售中,8.20%,10.40%,7,85,-6.26%,-7.35%,回售中,回售中,100.3,103.36,21.47%,0.83,AA,4.47%,125.15 ,125.1,21.7,-0.30%,77,海印转债!
261,赣锋转债!!,128028,2018/1/19,赣锋锂业,002460,有色金属,小金属,136.801,-1.69%,-0.23%,54.7,-1.92%,50,3.90%,109.3,41.98,8.6,130.3,5.00%,转股中,3.35年,1.35年,1.30%,1.70%,9.2,707,-6.58%,-7.04%,-15.80%,-16.00%,95.35,94.2,45.22%,1,AA,4.62%,141.80 ,143.3,48,-4.90%,14,赣锋转债!!
63,同德转债,128103,2020/4/21,同德化工,002360,化工,化工,179.55,-4.49%,0.36%,7.69,-4.47%,503,183%,121.8,5.18,2.61,148.46,20.90%,54天,5.61年,3.61年,4.80%,7.10%,1.4,30,-6.81%,-7.40%,-12.90%,-13.10%,79.98,82.02,118.91%,0.92,A+,7.49%,200.45 ,210.6,128.6,8.90%,9,同德转债
20,巨星转债,128115,2020/7/16,巨星科技,002444,机械装备,通用设备,174,1.28%,-0.45%,21.98,0.87%,88,5.20%,115.3,12.28,3.09,178.99,-2.80%,4月21天,5.86年,3.86年,4.10%,7.40%,9.7,236,-6.89%,-7.30%,-11.10%,-11.30%,88.38,88.13,97.44%,0.96,AA,4.79%,171.20 ,169,80.6,18.40%,3,巨星转债
232,威帝转债!,113514,2018/8/13,威帝股份,603023,汽车,零部件制,136.47,-12.90%,12.30%,5.13,-0.58%,260,299%,110.5,3.99,3.37,128.57,6.10%,转股中,2.93年,0.93年,2.20%,2.80%,0.6,28,-7.03%,-7.63%,-23.40%,-23.50%,93.88,90.44,50.90%,1,A+,7.17%,142.57 ,144.4,50.5,-4.00%,27,威帝转债!
26,歌尔转2,128112,2020/7/13,歌尔股份,002241,电子,电子产品,175.6,1.91%,2.64%,40.7,4.82%,626,9.00%,114.5,23.27,8.3,174.9,0.40%,4月4天,5.82年,3.82年,3.00%,5.30%,40,1321,-7.17%,-7.56%,-12.00%,-12.10%,87.19,89.97,95.18%,0.94,AA+,4.29%,176.00 ,176.3,86.3,8.40%,14,歌尔转2
256,航电转债,110042,2018/1/15,中航电子,600372,航空航天,航空航天,139.74,4.45%,1.68%,20.5,6.72%,609,20.40%,109.3,14.18,4.83,144.57,-3.30%,转股中,3.36年,1.36年,6.00%,8.70%,22,364,-7.19%,-7.64%,-16.30%,-16.60%,97.42,97.25,43.69%,0.91,AAA,3.62%,136.44 ,134.9,37.5,10.10%,9,航电转债
119,仙鹤转债!,113554,2020/1/10,仙鹤股份,603733,造纸包装,造纸行业,174.99,0.36%,0.34%,23.33,0.73%,203,45.00%,118.3,13.27,3.89,175.81,-0.50%,转股中,5.33年,3.33年,1.60%,2.80%,2.6,159,-7.19%,-7.72%,-13.50%,-13.70%,88.12,92.61,88.95%,0.95,AA,4.79%,174.49 ,174.2,81.6,5.40%,14,仙鹤转债!
231,万顺转债,123012,2018/8/29,万顺新材,300057,造纸包装,包装材料,148.911,-8.08%,8.33%,5.86,0.34%,858,424%,110.3,5.31,1.17,110.36,34.90%,转股中,3.93年,1.93年,3.30%,3.60%,1.3,40,-7.47%,-7.90%,-12.90%,-13.00%,91.75,89.34,66.68%,0.74,AA-,5.62%,183.81 ,187.5,95.7,8.50%,15,万顺转债
31,上机转债,113586,2020/7/7,上机数控,603185,机械装备,专用设备,188.91,1.32%,-0.49%,70.39,0.86%,207,16.60%,120.8,33.31,7.07,211.32,-10.60%,4月1天,5.81年,3.81年,4.10%,8.60%,6.7,163,-7.52%,-8.07%,-13.30%,-13.40%,83.44,87.68,115.45%,0.97,AA-,5.79%,178.31 ,166.5,78.8,10.20%,6,上机转债
249,玲珑转债!!,113019,2018/3/22,玲珑轮胎,601966,汽车,零部件制,137.97,-1.98%,-0.39%,25.18,-2.37%,298,11.60%,112.5,18.12,2.69,138.96,-0.70%,转股中,2.54年,0.54年,6.10%,8.50%,19,302,-7.81%,-8.61%,-38.90%,-39.20%,98.51,102.03,35.22%,1,AA+,3.97%,137.27 ,137,34.9,3.90%,8,玲珑转债!!
248,艾华转债!!,113504,2018/3/23,艾华集团,603989,电子,元器件制,148.02,1.95%,0.55%,31.29,2.69%,35,4.10%,110.3,21.13,5.56,148.08,0.00%,转股中,3.54年,1.54年,4.70%,6.90%,5.7,122,-8.10%,-8.57%,-16.50%,-16.70%,95.22,94.29,56.98%,0.93,AA,4.62%,148.02 ,148,52.7,-1.70%,9,艾华转债!!
114,新莱转债!,123037,2020/1/22,新莱应材,300260,机械装备,通用设备,184,-6.41%,6.07%,20.49,-0.34%,264,170%,118.2,11.08,5.22,184.93,-0.50%,转股中,5.34年,3.34年,1.80%,3.30%,0.8,45,-8.10%,-8.62%,-14.50%,-14.70%,81.35,81.13,126.80%,1,A+,7.49%,183.50 ,183.1,101.7,-4.60%,14,新莱转债!
204,联泰转债!,113526,2019/2/18,联泰环保,603797,城市公用,三废处理,162.31,-5.40%,5.70%,9.19,0.33%,166,50.90%,110.8,6.11,2.01,150.41,7.90%,转股中,4.44年,2.44年,4.70%,7.10%,1.9,41,-8.38%,-8.76%,-11.30%,-11.40%,91.94,91.04,78.28%,0.91,AA,4.62%,170.21 ,174.2,82.3,-1.50%,8,联泰转债!
95,希望转债!,127015,2020/2/4,新 希 望,000876,农业,畜牧业,177.5,0.88%,0.01%,34.96,0.89%,256,6.20%,110.2,19.63,5.32,178.09,-0.30%,转股中,5.38年,3.38年,1.50%,2.80%,23,1502,-8.58%,-8.88%,-13.80%,-13.90%,90.23,90.48,96.18%,1,AAA,3.79%,177.20 ,176.9,86.4,4.90%,31,希望转债!
274,金禾转债!!,128017,2017/11/27,金禾实业,002597,化工,化工,146.011,0.56%,-2.55%,32.38,-2.18%,350,40.20%,109.8,22.42,4.33,144.42,1.10%,转股中,3.21年,1.21年,3.30%,4.80%,6,181,-8.64%,-9.13%,-20.80%,-21.00%,96.42,95.27,53.26%,0.92,AA,4.62%,147.11 ,147.6,51.2,4.90%,11,金禾转债!!
67,海大转债,128102,2020/4/16,海大集团,002311,农业,畜牧业,192.66,1.40%,1.70%,68.95,3.19%,211,3.90%,114.1,34.74,11.09,198.47,-2.90%,40天,5.59年,4.59年,2.60%,5.20%,28,1090,-9.05%,-9.44%,-11.30%,-11.40%,85.71,90.53,112.81%,0.97,AA+,4.29%,189.76 ,186.8,96.3,11.00%,13,海大转债
93,东财转2!,123041,2020/2/14,东方财富,300059,金融,证券行业,191.4,1.11%,0.58%,25.33,1.69%,1991,30.30%,110.5,13.13,8.93,192.92,-0.80%,转股中,5.41年,3.41年,1.70%,3.30%,35,2042,-9.75%,-10.10%,-15.50%,-15.60%,88.07,88.29,116.79%,1,AA+,4.29%,190.60 ,189.9,101.6,-3.40%,36,东财转2!
222,顾家转债!,113518,2018/10/9,顾家家居,603816,其他,家居用品,179.74,5.72%,-0.19%,64.49,5.53%,449,65.30%,114.9,35.42,6.73,182.07,-1.30%,转股中,4年27天,2年27天,1.00%,1.80%,3.9,390,-10.60%,-11.10%,-16.40%,-16.50%,93.56,95.98,87.27%,1,AA,4.62%,178.44 ,177.4,81.4,8.40%,10,顾家转债!
206,溢利转债!,123018,2019/1/23,溢多利,300381,医药,原料药,188.303,-5.85%,6.35%,14.04,0.50%,142,128%,114.9,8.29,2.49,169.36,11.20%,转股中,4.35年,2.35年,0.80%,1.40%,0.6,67,-10.90%,-11.40%,-14.90%,-15.10%,90.26,91.06,106.79%,1,AA-,5.62%,199.50 ,207.2,116.2,-5.60%,13,溢利转债!
188,长信转债!!,123022,2019/4/10,长信科技,300088,通信互联,通信设备,193.5,2.23%,0.91%,11.75,3.25%,148,23.70%,114.9,6.15,4.38,191.06,1.30%,转股中,4.59年,2.59年,1.10%,2.20%,3.3,287,-10.90%,-11.40%,-13.60%,-13.70%,91.42,93.79,106.31%,0.97,AA,4.62%,194.80 ,195.9,102.2,1.80%,11,长信转债!!
217,科森转债!!,113521,2018/12/7,科森科技,603626,通信互联,通信设备,188.56,0.46%,0.79%,16.33,1.30%,257,139%,115.2,8.7,3.79,187.7,0.50%,转股中,4.25年,2.25年,1.30%,2.30%,1,78,-11.10%,-11.70%,-15.70%,-15.90%,92.94,95.49,97.47%,0.95,AA,4.62%,189.06 ,189.4,93.9,7.00%,27,科森转债!!
219,百合转债!,113520,2018/11/26,梦百合,603313,其他,家居用品,188.47,-2.00%,6.22%,25.95,4.38%,320,223%,115.2,14.28,3.62,181.72,3.70%,转股中,4.23年,2.23年,0.80%,1.50%,0.8,89,-11.20%,-11.70%,-15.90%,-16.00%,90.96,91.9,105.08%,0.96,AA-,5.62%,192.17 ,195.2,103.3,4.80%,11,百合转债!
42,龙蟠转债,113581,2020/5/19,龙蟠科技,603906,化工,化工,256.02,2.07%,-0.13%,26.7,1.99%,1074,106%,129.6,9.48,5.73,281.65,-9.10%,2月14天,5.69年,3.69年,5.00%,13.90%,4,81,-11.50%,-12.20%,-10.40%,-10.40%,81.1,87.03,194.17%,0.97,A+,7.49%,246.92 ,230.4,143.4,10.50%,13,龙蟠转债
225,蓝盾转债!!,123015,2018/9/13,蓝盾股份,300297,计算机及,软件开发,182,-3.70%,3.48%,4.4,-0.90%,2952,1554%,112.3,5.79,1.45,75.99,139%,转股中,3.99年,1.99年,1.80%,1.40%,1,55,-11.60%,-12.00%,-17.60%,-17.70%,93.31,94.07,93.47%,0.25,AA,4.62%,321.00 ,288,193.9,5.30%,18,蓝盾转债!!
